,Time,Activity
267,267,60
268,268,60
269,269,60
270,270,60
271,271,60
272,272,60
273,273,37
274,274,4
275,275,8
276,276,28
277,277,49
278,278,56
279,279,59
280,280,60
281,281,60
282,282,60
283,283,60
284,284,60
285,285,60
286,286,60
287,287,60
288,288,60
289,289,60
290,290,60
291,291,60
292,292,60
293,293,60
294,294,60
295,295,60
296,296,60
297,297,60
298,298,55
299,299,20
300,300,0
301,301,0
302,302,1
303,303,3
304,304,5
305,305,22
306,306,40
307,307,52
308,308,59
309,309,60
310,310,60
311,311,60
312,312,60
313,313,60
314,314,60
315,315,60
316,316,60
317,317,60
318,318,60
319,319,60
320,320,60
321,321,60
322,322,60
323,323,60
324,324,60
325,325,57
326,326,37
327,327,0
328,328,0
329,329,0
330,330,1
331,331,4
332,332,9
333,333,23
334,334,43
335,335,51
336,336,58
337,337,60
338,338,60
339,339,60
340,340,60
341,341,60
342,342,60
343,343,60
344,344,60
345,345,60
346,346,60
347,347,60
348,348,60
349,349,60
350,350,60
351,351,60
352,352,60
353,353,60
354,354,60
355,355,59
356,356,37
357,357,0
358,358,0
359,359,0
360,360,0
361,361,1
362,362,1
363,363,7
364,364,13
365,365,22
366,366,36
367,367,47
368,368,57
369,369,60
370,370,60
371,371,60
372,372,60
373,373,60
374,374,60
375,375,60
376,376,60
377,377,60
378,378,60
379,379,60
380,380,60
381,381,60
382,382,60
383,383,60
384,384,60
385,385,60
386,386,60
387,387,60
388,388,55
389,389,15
390,390,0
391,391,1
392,392,1
393,393,6
394,394,10
395,395,29
396,396,51
397,397,60
398,398,60
399,399,60
400,400,60
401,401,60
402,402,60
403,403,60
404,404,60
405,405,60
406,406,60
407,407,60
408,408,60
409,409,60
410,410,60
411,411,60
412,412,60
413,413,60
414,414,60
415,415,60
416,416,60
417,417,53
418,418,34
419,419,0
420,420,0
421,421,1
422,422,4
423,423,8
424,424,23
425,425,43
426,426,53
427,427,58
428,428,60
429,429,60
430,430,60
431,431,60
432,432,60
433,433,60
434,434,60
435,435,60
436,436,60
437,437,60
438,438,60
439,439,60
440,440,60
441,441,60
442,442,60
443,443,60
444,444,60
445,445,60
446,446,60
447,447,60
448,448,49
449,449,20
450,450,1
451,451,1
452,452,4
453,453,9
454,454,20
455,455,32
456,456,44
457,457,55
458,458,59
459,459,60
460,460,60
461,461,60
462,462,60
463,463,60
464,464,60
465,465,60
466,466,60
467,467,60
468,468,60
469,469,60
470,470,60
471,471,60
472,472,60
473,473,60
474,474,60
475,475,60
476,476,60
477,477,59
478,478,46
479,479,1
480,480,4
481,481,14
482,482,22
483,483,32
484,484,40
485,485,49
486,486,56
487,487,60
488,488,60
489,489,60
490,490,60
491,491,60
492,492,60
493,493,60
494,494,60
495,495,60
496,496,60
497,497,60
498,498,60
499,499,60
500,500,60
501,501,60
502,502,60
503,503,56
504,504,41
505,505,2
506,506,1
507,507,6
508,508,16
509,509,31
510,510,50
511,511,59
512,512,60
513,513,60
514,514,60
515,515,60
516,516,60
517,517,60
518,518,60
519,519,60
520,520,60
521,521,60
522,522,60
523,523,60
524,524,60
525,525,60
526,526,60
527,527,60
528,528,57
529,529,30
530,530,2
531,531,7
532,532,19
533,533,33
534,534,42
535,535,52
536,536,60
537,537,60
538,538,60
539,539,60
540,540,60
541,541,60
542,542,60
543,543,60
544,544,60
545,545,60
546,546,60
547,547,60
548,548,60
549,549,60
550,550,60
551,551,60
552,552,60
553,553,60
554,554,59
555,555,49
556,556,2
557,557,3
558,558,8
559,559,23
560,560,42
561,561,54
562,562,59
563,563,60
564,564,60
565,565,60
566,566,60
567,567,60
568,568,60
569,569,60
570,570,60
571,571,60
572,572,60
573,573,60
574,574,60
575,575,60
576,576,60
577,577,60
578,578,60
579,579,60
580,580,60
581,581,53
582,582,1
583,583,1
584,584,1
585,585,5
586,586,13
587,587,28
588,588,37
589,589,49
590,590,58
591,591,60
592,592,60
593,593,60
594,594,60
595,595,60
596,596,60
597,597,60
598,598,60
599,599,60
600,600,60
601,601,60
602,602,60
603,603,60
604,604,60
605,605,60
606,606,60
607,607,60
608,608,58
609,609,34
610,610,0
611,611,2
612,612,2
613,613,6
614,614,16
615,615,30
616,616,37
617,617,44
618,618,53
619,619,58
620,620,60
621,621,60
622,622,60
623,623,60
624,624,60
625,625,60
626,626,60
627,627,60
628,628,60
629,629,60
630,630,60
631,631,60
632,632,60
633,633,60
634,634,60
635,635,60
636,636,60
637,637,60
638,638,60
639,639,57
640,640,26
641,641,0
642,642,0
643,643,1
644,644,2
645,645,9
646,646,23
647,647,40
648,648,47
649,649,53
650,650,60
651,651,60
652,652,60
653,653,60
654,654,60
655,655,60
656,656,60
657,657,60
658,658,60
659,659,60
660,660,60
661,661,60
662,662,60
663,663,60
664,664,60
665,665,60
666,666,60
667,667,60
668,668,60
669,669,58
670,670,50
671,671,4
672,672,4
673,673,10
674,674,26
675,675,40
676,676,57
677,677,60
678,678,60
679,679,60
680,680,60
681,681,60
682,682,60
683,683,60
684,684,60
685,685,60
686,686,60
687,687,60
688,688,60
689,689,60
690,690,60
691,691,60
692,692,60
693,693,57
694,694,19
695,695,1
696,696,1
697,697,5
698,698,14
699,699,25
700,700,35
701,701,47
702,702,51
703,703,55
704,704,59
705,705,60
706,706,60
707,707,60
708,708,60
709,709,60
710,710,60
711,711,60
712,712,60
713,713,60
714,714,60
715,715,60
716,716,60
717,717,60
718,718,60
719,719,59
720,720,56
721,721,21
722,722,1
723,723,1
724,724,3
725,725,9
726,726,13
727,727,24
728,728,43
729,729,55
730,730,60
731,731,60
732,732,60
733,733,60
734,734,60
735,735,60
736,736,60
737,737,60
738,738,60
739,739,60
740,740,60
741,741,60
742,742,60
743,743,60
744,744,60
745,745,60
746,746,60
747,747,60
748,748,56
749,749,33
750,750,2
751,751,4
752,752,14
753,753,30
754,754,46
755,755,57
756,756,60
757,757,60
758,758,60
759,759,60
760,760,60
761,761,60
762,762,60
763,763,60
764,764,60
765,765,60
766,766,60
767,767,60
768,768,60
769,769,60
770,770,60
771,771,59
772,772,41
773,773,2
774,774,1
775,775,1
776,776,5
777,777,16
778,778,27
779,779,44
780,780,56
781,781,60
782,782,60
783,783,60
784,784,60
785,785,60
786,786,60
787,787,60
788,788,60
789,789,60
790,790,60
791,791,60
792,792,60
793,793,60
794,794,60
795,795,60
796,796,60
797,797,60
798,798,49
799,799,1
800,800,1
801,801,3
802,802,9
803,803,25
804,804,44
805,805,49
806,806,53
807,807,56
808,808,60
809,809,60
810,810,60
811,811,60
812,812,60
813,813,60
814,814,60
815,815,60
816,816,60
817,817,60
818,818,60
819,819,60
820,820,60
821,821,60
822,822,60
823,823,49
824,824,4
825,825,7
826,826,13
827,827,30
828,828,49
829,829,57
830,830,60
831,831,60
832,832,60
833,833,60
834,834,60
835,835,60
836,836,60
837,837,60
838,838,60
839,839,60
840,840,60
841,841,60
842,842,60
843,843,60
844,844,60
845,845,60
846,846,60
847,847,56
848,848,28
849,849,0
850,850,0
851,851,1
852,852,2
853,853,7
854,854,16
855,855,34
856,856,50
857,857,58
858,858,60
859,859,60
860,860,60
861,861,60
862,862,60
863,863,60
864,864,60
865,865,60
866,866,60
867,867,60
868,868,60
869,869,60
870,870,60
871,871,60
872,872,60
873,873,60
874,874,60
875,875,60
876,876,60
877,877,58
878,878,34
879,879,0
880,880,0
881,881,1
882,882,1
883,883,2
884,884,4
885,885,9
886,886,17
887,887,25
888,888,35
889,889,52
890,890,59
891,891,60
892,892,60
893,893,60
894,894,60
895,895,60
896,896,60
897,897,60
898,898,60
899,899,60
900,900,60
901,901,60
902,902,60
903,903,60
904,904,60
905,905,60
906,906,60
907,907,60
908,908,60
909,909,53
910,910,11
911,911,2
912,912,2
913,913,15
914,914,34
915,915,49
916,916,56
917,917,60
918,918,60
919,919,60
920,920,60
921,921,60
922,922,60
923,923,60
924,924,60
925,925,60
926,926,60
927,927,60
928,928,60
929,929,60
930,930,60
931,931,60
932,932,60
933,933,60
934,934,60
935,935,54
936,936,14
937,937,1
938,938,3
939,939,6
940,940,20
941,941,37
942,942,50
943,943,58
944,944,60
945,945,60
946,946,60
947,947,60
948,948,60
949,949,60
950,950,60
951,951,60
952,952,60
953,953,60
954,954,60
955,955,60
956,956,60
957,957,60
958,958,60
959,959,59
960,960,57
961,961,32
962,962,3
963,963,8
964,964,16
965,965,26
966,966,38
967,967,54
968,968,59
969,969,60
970,970,60
971,971,60
972,972,60
973,973,60
974,974,60
975,975,60
976,976,60
977,977,60
978,978,60
979,979,60
980,980,60
981,981,60
982,982,60
983,983,60
984,984,60
985,985,60
986,986,60
987,987,60
988,988,60
989,989,60
990,990,47
991,991,7
992,992,2
993,993,3
994,994,9
995,995,21
996,996,32
997,997,41
998,998,48
999,999,59
