,Time,Activity
304,304,0
305,305,0
306,306,0
307,307,0
308,308,0
309,309,1
310,310,3
311,311,6
312,312,8
313,313,11
314,314,13
315,315,13
316,316,14
317,317,15
318,318,17
319,319,18
320,320,18
321,321,19
322,322,19
323,323,19
324,324,16
325,325,16
326,326,18
327,327,18
328,328,17
329,329,16
330,330,12
331,331,5
332,332,0
333,333,0
334,334,0
335,335,0
336,336,0
337,337,0
338,338,0
339,339,0
340,340,0
341,341,0
342,342,0
343,343,0
344,344,0
345,345,0
346,346,1
347,347,1
348,348,3
349,349,5
350,350,6
351,351,8
352,352,9
353,353,9
354,354,11
355,355,14
356,356,16
357,357,16
358,358,18
359,359,14
360,360,12
361,361,8
362,362,4
363,363,0
364,364,0
365,365,0
366,366,0
367,367,0
368,368,1
369,369,1
370,370,3
371,371,3
372,372,5
373,373,7
374,374,9
375,375,10
376,376,11
377,377,14
378,378,15
379,379,15
380,380,15
381,381,15
382,382,15
383,383,12
384,384,4
385,385,0
386,386,0
387,387,2
388,388,2
389,389,2
390,390,4
391,391,6
392,392,9
393,393,10
394,394,11
395,395,11
396,396,12
397,397,14
398,398,14
399,399,15
400,400,15
401,401,17
402,402,9
403,403,12
404,404,14
405,405,16
406,406,18
407,407,13
408,408,4
409,409,4
410,410,4
411,411,4
412,412,4
413,413,5
414,414,7
415,415,8
416,416,7
417,417,1
418,418,1
419,419,1
420,420,1
421,421,1
422,422,2
423,423,2
424,424,4
425,425,4
426,426,7
427,427,10
428,428,15
429,429,15
430,430,8
431,431,9
432,432,9
433,433,10
434,434,13
435,435,17
436,436,19
437,437,16
438,438,11
439,439,1
440,440,1
441,441,2
442,442,4
443,443,4
444,444,6
445,445,7
446,446,10
447,447,10
448,448,13
449,449,14
450,450,16
451,451,17
452,452,16
453,453,15
454,454,13
455,455,14
456,456,15
457,457,16
458,458,18
459,459,20
460,460,20
461,461,14
462,462,14
463,463,15
464,464,18
465,465,19
466,466,19
467,467,8
468,468,10
469,469,13
470,470,13
471,471,13
472,472,15
473,473,16
474,474,16
475,475,15
476,476,8
477,477,0
478,478,0
479,479,0
480,480,0
481,481,1
482,482,2
483,483,4
484,484,7
485,485,10
486,486,14
487,487,17
488,488,19
489,489,19
490,490,19
491,491,19
492,492,19
493,493,19
494,494,19
495,495,19
496,496,14
497,497,1
498,498,0
499,499,0
500,500,0
501,501,0
502,502,0
503,503,0
504,504,0
505,505,0
506,506,1
507,507,4
508,508,4
509,509,9
510,510,10
511,511,10
512,512,12
513,513,13
514,514,15
515,515,17
516,516,18
517,517,20
518,518,20
519,519,20
520,520,20
521,521,13
522,522,11
523,523,2
524,524,4
525,525,6
526,526,6
527,527,7
528,528,9
529,529,10
530,530,14
531,531,15
532,532,19
533,533,19
534,534,19
535,535,20
536,536,20
537,537,19
538,538,18
539,539,10
540,540,15
541,541,15
542,542,19
543,543,19
544,544,19
545,545,19
546,546,19
547,547,19
548,548,15
549,549,15
550,550,18
551,551,20
552,552,20
553,553,20
554,554,20
555,555,12
556,556,14
557,557,16
558,558,18
559,559,19
560,560,18
561,561,18
562,562,12
563,563,1
564,564,1
565,565,4
566,566,4
567,567,6
568,568,7
569,569,10
570,570,13
571,571,16
572,572,18
573,573,18
574,574,18
575,575,18
576,576,18
577,577,17
578,578,17
579,579,13
580,580,1
581,581,1
582,582,3
583,583,5
584,584,6
585,585,6
586,586,9
587,587,10
588,588,11
589,589,12
590,590,13
591,591,13
592,592,16
593,593,17
594,594,13
595,595,4
596,596,2
597,597,4
598,598,6
599,599,7
600,600,9
601,601,9
602,602,8
603,603,4
604,604,0
605,605,0
606,606,0
607,607,0
608,608,0
609,609,1
610,610,2
611,611,4
612,612,7
613,613,8
614,614,9
615,615,12
616,616,14
617,617,15
618,618,15
619,619,15
620,620,15
621,621,15
622,622,16
623,623,16
624,624,10
625,625,9
626,626,10
627,627,11
628,628,12
629,629,7
630,630,0
631,631,0
632,632,0
633,633,0
634,634,2
635,635,2
636,636,3
637,637,4
638,638,4
639,639,7
640,640,8
641,641,9
642,642,11
643,643,13
644,644,14
645,645,16
646,646,16
647,647,15
648,648,15
649,649,16
650,650,18
651,651,18
652,652,18
653,653,16
654,654,1
655,655,0
656,656,0
657,657,0
658,658,0
659,659,0
660,660,0
661,661,0
662,662,0
663,663,0
664,664,1
665,665,1
666,666,3
667,667,5
668,668,8
669,669,8
670,670,10
671,671,11
672,672,11
673,673,12
674,674,13
675,675,14
676,676,17
677,677,19
678,678,19
679,679,11
680,680,5
681,681,0
682,682,1
683,683,1
684,684,3
685,685,8
686,686,11
687,687,15
688,688,16
689,689,18
690,690,20
691,691,20
692,692,20
693,693,20
694,694,20
695,695,18
696,696,18
697,697,18
698,698,18
699,699,18
700,700,18
701,701,16
702,702,10
703,703,0
704,704,0
705,705,0
706,706,0
707,707,0
708,708,0
709,709,0
710,710,0
711,711,1
712,712,1
713,713,2
714,714,3
715,715,4
716,716,4
717,717,8
718,718,11
719,719,13
720,720,16
721,721,16
722,722,17
723,723,17
724,724,18
725,725,19
726,726,19
727,727,20
728,728,18
729,729,18
730,730,18
731,731,14
732,732,11
733,733,0
734,734,0
735,735,0
736,736,0
737,737,0
738,738,0
739,739,0
740,740,1
741,741,1
742,742,2
743,743,4
744,744,8
745,745,10
746,746,11
747,747,13
748,748,15
749,749,17
750,750,17
751,751,17
752,752,19
753,753,18
754,754,16
755,755,17
756,756,20
757,757,19
758,758,17
759,759,5
760,760,6
761,761,7
762,762,9
763,763,12
764,764,14
765,765,14
766,766,17
767,767,18
768,768,18
769,769,18
770,770,16
771,771,2
772,772,0
773,773,0
774,774,0
775,775,0
776,776,1
777,777,1
778,778,3
779,779,3
780,780,4
781,781,4
782,782,5
783,783,5
784,784,6
785,785,7
786,786,7
787,787,7
788,788,8
789,789,8
790,790,9
791,791,10
792,792,5
793,793,0
794,794,0
795,795,0
796,796,1
797,797,1
798,798,1
799,799,2
800,800,5
801,801,9
802,802,10
803,803,11
804,804,14
805,805,17
806,806,17
807,807,18
808,808,18
809,809,18
810,810,16
811,811,10
812,812,1
813,813,1
814,814,1
815,815,2
816,816,2
817,817,2
818,818,4
819,819,4
820,820,8
821,821,9
822,822,11
823,823,10
824,824,11
825,825,13
826,826,17
827,827,20
828,828,15
829,829,15
830,830,15
831,831,16
832,832,17
833,833,20
834,834,20
835,835,19
836,836,10
837,837,15
838,838,15
839,839,15
840,840,15
841,841,15
842,842,15
843,843,17
844,844,18
845,845,18
846,846,15
847,847,10
848,848,0
849,849,2
850,850,2
851,851,2
852,852,4
853,853,5
854,854,8
855,855,9
856,856,11
857,857,13
858,858,16
859,859,17
860,860,19
861,861,20
862,862,17
863,863,17
864,864,13
865,865,15
866,866,16
867,867,16
868,868,17
869,869,9
870,870,1
871,871,1
872,872,2
873,873,4
874,874,5
875,875,7
876,876,8
877,877,9
878,878,12
879,879,13
880,880,16
881,881,17
882,882,17
883,883,16
884,884,12
885,885,14
886,886,14
887,887,15
888,888,17
889,889,17
890,890,17
891,891,17
892,892,16
893,893,17
894,894,17
895,895,15
896,896,2
897,897,1
898,898,3
899,899,4
900,900,6
901,901,6
902,902,6
903,903,6
904,904,8
905,905,10
906,906,11
907,907,14
908,908,15
909,909,18
910,910,17
911,911,15
912,912,19
913,913,19
914,914,19
915,915,19
916,916,19
917,917,19
918,918,16
919,919,8
920,920,0
921,921,0
922,922,0
923,923,0
924,924,0
925,925,0
926,926,0
927,927,0
928,928,0
929,929,2
930,930,2
931,931,2
932,932,5
933,933,5
934,934,5
935,935,5
936,936,6
937,937,6
938,938,11
939,939,12
940,940,15
941,941,16
942,942,17
943,943,15
944,944,10
945,945,11
946,946,12
947,947,12
948,948,13
949,949,14
950,950,15
951,951,16
952,952,18
953,953,8
954,954,1
955,955,2
956,956,3
957,957,4
958,958,6
959,959,8
960,960,10
961,961,13
962,962,16
963,963,19
964,964,19
965,965,19
966,966,17
967,967,17
968,968,18
969,969,18
970,970,15
971,971,0
972,972,0
973,973,1
974,974,1
975,975,3
976,976,4
977,977,5
978,978,7
979,979,10
980,980,10
981,981,12
982,982,14
983,983,14
984,984,16
985,985,18
986,986,18
987,987,19
988,988,13
989,989,12
990,990,6
991,991,0
992,992,1
993,993,1
994,994,3
995,995,4
996,996,5
997,997,7
998,998,7
999,999,9
