6.482803211251100817e-02 1.000000000000000000e+00 1.000000000000000000e+00
3.794647054717763979e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.306317991408552359e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.016229502678621088e+02 2.000000000000000000e+00 2.000000000000000000e+00
1.291835069110431675e+02 2.000000000000000000e+00 1.000000000000000000e+00
1.539086307546498347e+02 2.000000000000000000e+00 2.000000000000000000e+00
1.779823802460244622e+02 1.000000000000000000e+00 2.000000000000000000e+00
2.083152933612108768e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.374890597495149507e+02 1.000000000000000000e+00 2.000000000000000000e+00
2.617202066733275387e+02 2.000000000000000000e+00 1.000000000000000000e+00
2.872390702953006780e+02 1.000000000000000000e+00 2.000000000000000000e+00
3.123767180622317596e+02 2.000000000000000000e+00 2.000000000000000000e+00
3.356662185197084227e+02 3.000000000000000000e+00 1.000000000000000000e+00
3.586812664688268910e+02 3.000000000000000000e+00 1.000000000000000000e+00
3.839667317245165918e+02 3.000000000000000000e+00 2.000000000000000000e+00
4.069951765478142534e+02 3.000000000000000000e+00 1.000000000000000000e+00
4.318194202591803332e+02 3.000000000000000000e+00 1.000000000000000000e+00
4.553913306823441189e+02 2.000000000000000000e+00 2.000000000000000000e+00
4.757028804136337499e+02 3.000000000000000000e+00 2.000000000000000000e+00
4.960500979306666522e+02 3.000000000000000000e+00 2.000000000000000000e+00
5.167935021886580671e+02 2.000000000000000000e+00 1.000000000000000000e+00
5.369526170268540000e+02 2.000000000000000000e+00 2.000000000000000000e+00
5.576271745116808916e+02 2.000000000000000000e+00 2.000000000000000000e+00
5.787622234798243426e+02 5.000000000000000000e+00 1.000000000000000000e+00
6.002176673124286026e+02 3.000000000000000000e+00 1.000000000000000000e+00
6.197626278717332298e+02 4.000000000000000000e+00 2.000000000000000000e+00
6.407845120371133589e+02 2.000000000000000000e+00 1.000000000000000000e+00
6.607007249299603018e+02 1.000000000000000000e+00 2.000000000000000000e+00
6.809911982373339470e+02 1.000000000000000000e+00 1.000000000000000000e+00
7.005161008161478549e+02 2.000000000000000000e+00 1.000000000000000000e+00
7.185763306792696312e+02 2.000000000000000000e+00 1.000000000000000000e+00
7.366092947461017957e+02 3.000000000000000000e+00 1.000000000000000000e+00
7.539948573758226757e+02 3.000000000000000000e+00 3.000000000000000000e+00
7.703098349185299867e+02 4.000000000000000000e+00 1.000000000000000000e+00
7.866204273775689444e+02 4.000000000000000000e+00 1.000000000000000000e+00
8.018920833469635454e+02 5.000000000000000000e+00 2.000000000000000000e+00
8.180749425721936632e+02 2.000000000000000000e+00 3.000000000000000000e+00
8.328164950902396413e+02 3.000000000000000000e+00 3.000000000000000000e+00
8.476192537957718969e+02 4.000000000000000000e+00 4.000000000000000000e+00
8.625592816411082140e+02 4.000000000000000000e+00 4.000000000000000000e+00
8.779394783554582773e+02 5.000000000000000000e+00 3.000000000000000000e+00
8.933728282711958855e+02 4.000000000000000000e+00 1.000000000000000000e+00
9.087353579772563990e+02 2.000000000000000000e+00 1.000000000000000000e+00
9.249080319602041982e+02 3.000000000000000000e+00 2.000000000000000000e+00
9.429808635482997943e+02 3.000000000000000000e+00 2.000000000000000000e+00
9.606243108195002378e+02 2.000000000000000000e+00 1.000000000000000000e+00
9.771436897879918888e+02 3.000000000000000000e+00 2.000000000000000000e+00
9.935594671699165019e+02 3.000000000000000000e+00 1.000000000000000000e+00
1.009656473644694302e+03 3.000000000000000000e+00 2.000000000000000000e+00
1.027366355000759313e+03 2.000000000000000000e+00 2.000000000000000000e+00
