1.383710943284426412e-02 1.000000000000000000e+00 1.000000000000000000e+00
3.733799421249480588e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.010046706907726843e+01 2.000000000000000000e+00 2.000000000000000000e+00
9.917187654400873953e+01 2.000000000000000000e+00 1.000000000000000000e+00
1.272784205834349649e+02 2.000000000000000000e+00 1.000000000000000000e+00
1.540313406963419993e+02 2.000000000000000000e+00 1.000000000000000000e+00
1.795159080085175560e+02 2.000000000000000000e+00 1.000000000000000000e+00
2.025237716793438096e+02 2.000000000000000000e+00 1.000000000000000000e+00
2.227680966352513678e+02 2.000000000000000000e+00 1.000000000000000000e+00
2.449653937575199620e+02 1.000000000000000000e+00 1.000000000000000000e+00
2.657990370756331231e+02 2.000000000000000000e+00 1.000000000000000000e+00
2.864643856621801206e+02 1.000000000000000000e+00 2.000000000000000000e+00
3.058458053175309033e+02 1.000000000000000000e+00 1.000000000000000000e+00
3.252336776868218067e+02 1.000000000000000000e+00 2.000000000000000000e+00
3.459579329105913530e+02 1.000000000000000000e+00 2.000000000000000000e+00
3.678235341678608279e+02 2.000000000000000000e+00 1.000000000000000000e+00
3.884593785772634646e+02 3.000000000000000000e+00 1.000000000000000000e+00
4.092565302644604230e+02 3.000000000000000000e+00 2.000000000000000000e+00
4.294503095367811625e+02 2.000000000000000000e+00 2.000000000000000000e+00
4.492843544675745875e+02 2.000000000000000000e+00 3.000000000000000000e+00
4.686058512367795856e+02 1.000000000000000000e+00 2.000000000000000000e+00
4.883226839131246493e+02 1.000000000000000000e+00 1.000000000000000000e+00
5.085198566898513377e+02 2.000000000000000000e+00 2.000000000000000000e+00
5.278812599859363672e+02 2.000000000000000000e+00 3.000000000000000000e+00
5.472899802164464518e+02 3.000000000000000000e+00 3.000000000000000000e+00
5.647919372793541015e+02 5.000000000000000000e+00 3.000000000000000000e+00
5.838250837973407670e+02 3.000000000000000000e+00 3.000000000000000000e+00
6.026992830879925123e+02 4.000000000000000000e+00 4.000000000000000000e+00
6.223645978961069432e+02 4.000000000000000000e+00 1.000000000000000000e+00
6.411347846365046053e+02 2.000000000000000000e+00 2.000000000000000000e+00
6.595186860027193916e+02 2.000000000000000000e+00 2.000000000000000000e+00
6.780665826458979382e+02 1.000000000000000000e+00 2.000000000000000000e+00
6.951626458442138983e+02 2.000000000000000000e+00 3.000000000000000000e+00
7.125677089424302721e+02 3.000000000000000000e+00 3.000000000000000000e+00
7.307980320559233860e+02 1.000000000000000000e+00 1.000000000000000000e+00
7.476839159646084454e+02 2.000000000000000000e+00 2.000000000000000000e+00
7.648646687192837135e+02 1.000000000000000000e+00 1.000000000000000000e+00
7.820002388992710394e+02 1.000000000000000000e+00 1.000000000000000000e+00
7.991910749448928755e+02 2.000000000000000000e+00 3.000000000000000000e+00
8.160186509883101280e+02 3.000000000000000000e+00 2.000000000000000000e+00
8.330007527781699537e+02 3.000000000000000000e+00 2.000000000000000000e+00
8.497045399189976251e+02 3.000000000000000000e+00 2.000000000000000000e+00
8.679809393973482656e+02 2.000000000000000000e+00 1.000000000000000000e+00
8.848234714336650768e+02 2.000000000000000000e+00 2.000000000000000000e+00
9.018787008864077279e+02 2.000000000000000000e+00 3.000000000000000000e+00
9.186794606089351873e+02 2.000000000000000000e+00 2.000000000000000000e+00
9.354542043607566484e+02 2.000000000000000000e+00 2.000000000000000000e+00
9.519570736926862082e+02 2.000000000000000000e+00 3.000000000000000000e+00
9.682597206517458517e+02 2.000000000000000000e+00 3.000000000000000000e+00
9.837117714273140336e+02 2.000000000000000000e+00 2.000000000000000000e+00
