2.223115936421427713e-03 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.721987862406222425e-02 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.259368900678956182e-02 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.073597886914905569e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.262597194152432545e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.288360634435359919e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.416453546462765389e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.516979861789608308e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.360700671767096193e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.726476921930107489e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.995310097276495442e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
4.158407895824445810e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
4.841795619315562016e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.493586798783625103e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.513501698502720760e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.698293877496087845e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.759384699465538437e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.894374494511922524e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.331761606051286018e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.487663319137546569e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.130512680333033204e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.753067892020910623e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.289450281367641615e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.612156191068536026e-01 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.018906002652894438e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.026067603740179912e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.034004774991844400e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.095661922400703148e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.136254212050927581e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.148113859598731468e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.218592571780667599e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.221181581232365643e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.270070393138397646e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.299642935327107507e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.339889745253399767e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.354806410773874426e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.361136653783917350e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.361270411587803153e+00 5.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00
